Row0=Port(1):Mode(1)	Row1=Port(2):Mode(1)	
Frequency   	S[1,1]_Real 	S[1,1]_Imag 	S[1,2]_Real 	S[1,2]_Imag 	S[2,1]_Real 	S[2,1]_Imag 	S[2,2]_Real 	S[2,2]_Imag 	Zpi[1]_Re   	Zpi[1]_Im   	Zpi[2]_Re   	Zpi[2]_Im   	Gamma[1]_Re 	Gamma[1]_Im 	Gamma[2]_Re 	Gamma[2]_Im 	
4.000000000000000E+10 	-3.507559781674718E-04  	6.236349064019116E-04  	-4.681279540461796E-01  	-8.836604023572072E-01  	-4.681279540443931E-01  	-8.836604023538351E-01  	-7.129774651205567E-04  	-6.011145426055048E-05  	2.123849197769140E+02  	0.000000000000000E+00  	2.123779747256404E+02  	0.000000000000000E+00  	0.000000000000000E+00  	7.552982885309810E+02  	0.000000000000000E+00  	7.552983512580996E+02  	
