"Freq [GHz]","dB(S(1,2)) []"
34.91,-75.3419791204623
34.92,-75.3625826933937
34.93,-75.3828795612772
34.94,-75.4028706477405
34.95,-75.4225568700762
34.96,-75.441939139301
34.97,-75.4610183602167
34.98,-75.4797954314632
34.99,-75.498271245585
35,-75.5164466890807
35.01,-75.5343226424559
35.02,-75.5518999802888
35.03,-75.5691795712774
35.04,-75.5861622782906
35.05,-75.6028489584334
35.06,-75.6192404630843
35.07,-75.6353376379539
35.08,-75.6511413231378
35.09,-75.6666523531656
35.1,-75.6818715570461
35.11,-75.6967997583217
35.12,-75.7114377751129
35.13,-75.7257864201694
35.14,-75.7398465009168
35.15,-75.7536188194992
35.16,-75.7671041728271
35.17,-75.7803033526263
35.18,-75.7932171454755
35.19,-75.8058463328561
35.2,-75.8181916911954
35.21,-75.8302539919096
35.22,-75.8420340014385
35.23,-75.8535324813012
35.24,-75.8647501881275
35.25,-75.8756878737028
35.26,-75.8863462850057
35.27,-75.8967261642544
35.28,-75.9068282489361
35.29,-75.916653271855
35.3,-75.9262019611704
35.31,-75.9354750404299
35.32,-75.944473228612
35.33,-75.9531972401595
35.34,-75.9616477850211
35.35,-75.9698255686847
35.36,-75.9777312922161
35.37,-75.9853656522917
35.38,-75.992729341242
35.39,-75.9998230470748
35.4,-76.0066474535244
35.41,-76.0132032400754
35.42,-76.0194910820026
35.43,-76.025511650404
35.44,-76.0312656122333
35.45,-76.0367536303398
35.46,-76.041976363495
35.47,-76.0469344664314
35.48,-76.0516285898735
35.49,-76.0560593805731
35.5,-76.0602274813341
35.51,-76.0641335310602
35.52,-76.0677781647767
35.53,-76.0711620136665
35.54,-76.0742857051029
35.55,-76.0771498626849
35.56,-76.0797551062655
35.57,-76.0821020519883
35.58,-76.084191312315
35.59,-76.0860234960677
35.6,-76.087599208455
35.61,-76.0889190511009
35.62,-76.089983622091
35.63,-76.0907935159906
35.64,-76.0913493238931
35.65,-76.0916516334418
35.66,-76.0917010288687
35.67,-76.0914980910297
35.68,-76.091043397435
35.69,-76.0903375222891
35.7,-76.0893810365198
35.71,-76.0881745078184
35.72,-76.086718500673
35.73,-76.0850135764046
35.74,-76.0830602932029
35.75,-76.0808592061661
35.76,-76.078410867334
35.77,-76.0757158257315
35.78,-76.0727746273999
35.79,-76.0695878154418
35.8,-76.066155930059
35.81,-76.0624795085911
35.82,-76.0585590855572
35.83,-76.0543951926992
35.84,-76.0499883590225
35.85,-76.0453391108381
35.86,-76.0404479718091
35.87,-76.0353154629936
35.88,-76.0299421028897
35.89,-76.0243284074844
35.9,-76.0184748903002
35.91,-76.0123820624422
35.92,-76.0060504326479
35.93,-75.9994805073411
35.94,-75.9926727906773
35.95,-75.9856277846039
35.96,-75.9783459889091
35.97,-75.9708279012791
35.98,-75.9630740173548
35.99,-75.9550848307884
36,-75.9468608333075
